2023-07-03 00:12:43.842 INFO  com.example.blog.aspect.LogAspect                 :54   [32m330742529123291136[0;39m ------------- 开始 -------------
	at sun.reflect.GeneratedMethodAccessor39.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:878)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:792)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:652)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:542)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:143)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:374)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:888)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1597)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2023-07-03 01:15:32.678 INFO  com.example.blog.aspect.LogAspect                 :54   [32m330758336767201280[0;39m ------------- 开始 -------------
2023-07-03 01:15:32.678 INFO  com.example.blog.aspect.LogAspect                 :55   [32m330758336767201280[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 01:15:32.678 INFO  com.example.blog.aspect.LogAspect                 :56   [32m330758336767201280[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 01:15:32.678 INFO  com.example.blog.aspect.LogAspect                 :57   [32m330758336767201280[0;39m 远程地址: 127.0.0.1
2023-07-03 01:15:32.678 INFO  com.example.blog.aspect.LogAspect                 :79   [32m330758336767201280[0;39m 请求参数: [{"hash":"a5ab42741b463510","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 01:15:32.679 INFO  com.example.blog.aspect.LogAspect                 :91   [32m330758336767201280[0;39m 返回结果: {"data":"s0WBP+wIsX6VfW5C540gLdDgWKRhxpPl6wlkjqAbwKkRGsw7N5xpxBpFU1DPyUC2TQ6pEVg9BULWf7PSy/AzR0bssi0E5L2GCQBB/H4Nk4kmQWvGG/dtwfm/NAZpMTWwltjkZHVdejjZ9nUpjce5arKxZpafxhRZ2LUXpGXbZJw=","success":true}
2023-07-03 01:15:32.679 INFO  com.example.blog.aspect.LogAspect                 :92   [32m330758336767201280[0;39m ------------- 结束 耗时：1 ms -------------
2023-07-03 01:15:39.445 INFO  com.example.blog.aspect.LogAspect                 :54   [32m330758365150056448[0;39m ------------- 开始 -------------
2023-07-03 01:15:39.445 INFO  com.example.blog.aspect.LogAspect                 :55   [32m330758365150056448[0;39m 请求地址: http://localhost:8080/user/getpassword POST
2023-07-03 01:15:39.446 INFO  com.example.blog.aspect.LogAspect                 :56   [32m330758365150056448[0;39m 类名方法: com.example.blog.controller.UserController.getpassword
2023-07-03 01:15:39.446 INFO  com.example.blog.aspect.LogAspect                 :57   [32m330758365150056448[0;39m 远程地址: 127.0.0.1
2023-07-03 01:15:39.446 INFO  com.example.blog.aspect.LogAspect                 :79   [32m330758365150056448[0;39m 请求参数: [{"hash":"524d101f4bb0b16a","key":"-----BEGIN PUBLIC KEY-----\\\nMIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDjb4V7EidX/ym28t2ybo0U6t0n\\\n6p4ej8VjqKHg100va6jkNbNTrLQqMCQCAYtXMXXp2Fwkk6WR+12N9zknLjf+C9sx\\\n/+l48mjUU8RqahiFD1XT/u2e0m2EN029OhCgkHx3Fc/KlFSIbak93EH/XlYis0w+\\\nXl69GV6klzgxW6d2xQIDAQAB\\\n-----END PUBLIC KEY-----\\\n","page":0,"size":0,"split":"0"}]
2023-07-03 01:15:39.446 INFO  com.example.blog.aspect.LogAspect                 :91   [32m330758365150056448[0;39m 返回结果: {"data":"cEJrF2HojSdNXYn2kPmY3G6Z7/E3wILjeBPJz5XFTiCts4DR0Bg9DwvkqlEwTYiKNsfc5z4uoEsB90Ir/buEYIC+jIOIWvkvYgzuEvw+g8cZwrUKLwd909vg4QkyJqH2IbC2M4kGYjCwwJfNcVeyByW9SCwXUnXWzCtMNjrEfN4=","success":true}
2023-07-03 01:15:39.446 INFO  com.example.blog.aspect.LogAspect                 :92   [32m330758365150056448[0;39m ------------- 结束 耗时：1 ms -------------
2023-07-03 01:15:49.793 INFO  com.example.blog.BlogApplication                  :55   [32m                  [0;39m Starting BlogApplication on LAPTOP-TR0VVFJE with PID 18076 (D:\IDEA\demo\blog\target\classes started by 陈 in D:\IDEA\demo\blog)
2023-07-03 01:15:49.793 INFO  com.example.blog.BlogApplication                  :651  [32m                  [0;39m No active profile set, falling back to default profiles: default
2023-07-03 01:15:49.895 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :249  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode!
2023-07-03 01:15:49.895 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :127  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-07-03 01:15:49.899 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :187  [32m                  [0;39m Finished Spring Data repository scanning in 3ms. Found 0 Redis repository interfaces.
2023-07-03 01:15:49.994 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :108  [32m                  [0;39m Tomcat initialized with port(s): 8080 (http)
2023-07-03 01:15:49.995 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Initializing ProtocolHandler ["http-nio-8080"]
2023-07-03 01:15:49.995 INFO  org.apache.catalina.core.StandardService          :173  [32m                  [0;39m Starting service [Tomcat]
2023-07-03 01:15:49.995 INFO  org.apache.catalina.core.StandardEngine           :173  [32m                  [0;39m Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-07-03 01:15:50.010 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring embedded WebApplicationContext
2023-07-03 01:15:50.011 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext    :285  [32m                  [0;39m Root WebApplicationContext: initialization completed in 216 ms
2023-07-03 01:15:50.254 INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :58   [32m                  [0;39m LiveReload server is running on port 35729
2023-07-03 01:15:50.259 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Starting ProtocolHandler ["http-nio-8080"]
2023-07-03 01:15:50.261 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :220  [32m                  [0;39m Tomcat started on port(s): 8080 (http) with context path ''
2023-07-03 01:15:50.263 INFO  com.example.blog.BlogApplication                  :61   [32m                  [0;39m Started BlogApplication in 0.492 seconds (JVM running for 5416.656)
2023-07-03 01:15:50.264 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener :63   [32m                  [0;39m Condition evaluation unchanged
2023-07-03 01:16:07.275 INFO  com.example.blog.BlogApplication                  :55   [32m                  [0;39m Starting BlogApplication on LAPTOP-TR0VVFJE with PID 18076 (D:\IDEA\demo\blog\target\classes started by 陈 in D:\IDEA\demo\blog)
2023-07-03 01:16:07.276 INFO  com.example.blog.BlogApplication                  :651  [32m                  [0;39m No active profile set, falling back to default profiles: default
2023-07-03 01:16:07.358 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :249  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode!
2023-07-03 01:16:07.358 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :127  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-07-03 01:16:07.361 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :187  [32m                  [0;39m Finished Spring Data repository scanning in 2ms. Found 0 Redis repository interfaces.
2023-07-03 01:16:07.414 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :108  [32m                  [0;39m Tomcat initialized with port(s): 8080 (http)
2023-07-03 01:16:07.415 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Initializing ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:07.415 INFO  org.apache.catalina.core.StandardService          :173  [32m                  [0;39m Starting service [Tomcat]
2023-07-03 01:16:07.415 INFO  org.apache.catalina.core.StandardEngine           :173  [32m                  [0;39m Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-07-03 01:16:07.426 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring embedded WebApplicationContext
2023-07-03 01:16:07.426 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext    :285  [32m                  [0;39m Root WebApplicationContext: initialization completed in 149 ms
2023-07-03 01:16:07.622 INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :58   [32m                  [0;39m LiveReload server is running on port 35729
2023-07-03 01:16:07.626 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Starting ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:07.627 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :220  [32m                  [0;39m Tomcat started on port(s): 8080 (http) with context path ''
2023-07-03 01:16:07.630 INFO  com.example.blog.BlogApplication                  :61   [32m                  [0;39m Started BlogApplication in 0.372 seconds (JVM running for 5434.023)
2023-07-03 01:16:07.631 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener :63   [32m                  [0;39m Condition evaluation unchanged
2023-07-03 01:16:16.450 INFO  com.example.blog.BlogApplication                  :55   [32m                  [0;39m Starting BlogApplication on LAPTOP-TR0VVFJE with PID 18076 (D:\IDEA\demo\blog\target\classes started by 陈 in D:\IDEA\demo\blog)
2023-07-03 01:16:16.451 INFO  com.example.blog.BlogApplication                  :651  [32m                  [0;39m No active profile set, falling back to default profiles: default
2023-07-03 01:16:16.519 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :249  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode!
2023-07-03 01:16:16.519 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :127  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-07-03 01:16:16.522 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :187  [32m                  [0;39m Finished Spring Data repository scanning in 2ms. Found 0 Redis repository interfaces.
2023-07-03 01:16:16.585 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :108  [32m                  [0;39m Tomcat initialized with port(s): 8080 (http)
2023-07-03 01:16:16.586 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Initializing ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:16.586 INFO  org.apache.catalina.core.StandardService          :173  [32m                  [0;39m Starting service [Tomcat]
2023-07-03 01:16:16.586 INFO  org.apache.catalina.core.StandardEngine           :173  [32m                  [0;39m Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-07-03 01:16:16.598 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring embedded WebApplicationContext
2023-07-03 01:16:16.598 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext    :285  [32m                  [0;39m Root WebApplicationContext: initialization completed in 146 ms
2023-07-03 01:16:16.801 INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :58   [32m                  [0;39m LiveReload server is running on port 35729
2023-07-03 01:16:16.805 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Starting ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:16.806 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :220  [32m                  [0;39m Tomcat started on port(s): 8080 (http) with context path ''
2023-07-03 01:16:16.808 INFO  com.example.blog.BlogApplication                  :61   [32m                  [0;39m Started BlogApplication in 0.374 seconds (JVM running for 5443.202)
2023-07-03 01:16:16.809 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener :63   [32m                  [0;39m Condition evaluation unchanged
2023-07-03 01:16:25.636 INFO  com.example.blog.BlogApplication                  :55   [32m                  [0;39m Starting BlogApplication on LAPTOP-TR0VVFJE with PID 18076 (D:\IDEA\demo\blog\target\classes started by 陈 in D:\IDEA\demo\blog)
2023-07-03 01:16:25.636 INFO  com.example.blog.BlogApplication                  :651  [32m                  [0;39m No active profile set, falling back to default profiles: default
2023-07-03 01:16:25.718 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :249  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode!
2023-07-03 01:16:25.718 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :127  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-07-03 01:16:25.722 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :187  [32m                  [0;39m Finished Spring Data repository scanning in 3ms. Found 0 Redis repository interfaces.
2023-07-03 01:16:25.805 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :108  [32m                  [0;39m Tomcat initialized with port(s): 8080 (http)
2023-07-03 01:16:25.805 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Initializing ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:25.805 INFO  org.apache.catalina.core.StandardService          :173  [32m                  [0;39m Starting service [Tomcat]
2023-07-03 01:16:25.805 INFO  org.apache.catalina.core.StandardEngine           :173  [32m                  [0;39m Starting Servlet engine: [Apache Tomcat/9.0.41]
2023-07-03 01:16:25.840 INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] :173  [32m                  [0;39m Initializing Spring embedded WebApplicationContext
2023-07-03 01:16:25.840 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext    :285  [32m                  [0;39m Root WebApplicationContext: initialization completed in 203 ms
2023-07-03 01:16:26.126 INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :58   [32m                  [0;39m LiveReload server is running on port 35729
2023-07-03 01:16:26.131 INFO  org.apache.coyote.http11.Http11NioProtocol        :173  [32m                  [0;39m Starting ProtocolHandler ["http-nio-8080"]
2023-07-03 01:16:26.133 INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer      :220  [32m                  [0;39m Tomcat started on port(s): 8080 (http) with context path ''
2023-07-03 01:16:26.135 INFO  com.example.blog.BlogApplication                  :61   [32m                  [0;39m Started BlogApplication in 0.532 seconds (JVM running for 5452.528)
2023-07-03 01:16:26.136 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener :63   [32m                  [0;39m Condition evaluation unchanged
